ID	LOCAL_ID	LANGUAGE	CONCEPT	INDONESIAN	VALUE	FORM
933	/records/1921975	Tehit Salmit	rain	hujan	pegien	peɡien
934	/records/1921967	Tehit Salmit	jungle	hutan	sabra	sabra
935	/records/1921923	Tehit Salmit	hair (head)	rambut	sadin	sadin
936	/records/1922082	Tehit Salmit	speak	bicara	sadir	sadir
937	/records/1921925	Tehit Salmit	head	kepala	safas	safas
938	/records/1921962	Tehit Salmit	fire	api	sal	sal
939	/records/1921983	Tehit Salmit	smoke	asap	salfi	salfi
940	/records/1921914	Tehit Salmit	back	punggung	samagut	samaɡut
941	/records/1921963	Tehit Salmit	fog	kabit	saul	saul
942	/records/1921960	Tehit Salmit	cloud	awan	sawin	sawin
943	/records/1922075	Tehit Salmit	see	lihat	sdmit	sdmit
944	/records/1922049	Tehit Salmit	bathe	mandi	serik	serik
945	/records/1922062	Tehit Salmit	flow (river)	mengalir	sero	sero
946	/records/1922085	Tehit Salmit	stab	tikam	sgal	sɡal
947	/records/1921937	Tehit Salmit	cassowary	kasuari	simiat	simiat
948	/records/1921918	Tehit Salmit	breast	susu	sio	sio
949	/records/1921921	Tehit Salmit	eye	mata	sivun	sivun
950	/records/1922067	Tehit Salmit	hold	pegang	slonti	slonti
951	/records/1922058	Tehit Salmit	dream	mimpi	sorok	sorok
952	/records/1921949	Tehit Salmit	mother	ibu	table	table
953	/records/1922092	Tehit Salmit	walk	berjalan	tain	tain
954	/records/1922059	Tehit Salmit	drink	minum	taka	taka
955	/records/1922060	Tehit Salmit	eat	makan	tat	tat
956	/records/1922088	Tehit Salmit	suck	isap	tat	tat
957	/records/1921972	Tehit Salmit	name	nama	tekedi	tekedi
958	/records/1921988	Tehit Salmit	sun	matahari	telimedit	telimedit
959	/records/1921994	Tehit Salmit	I	saya	tet	tet
960	/records/1921985	Tehit Salmit	star	bintang	tewon	tewon
961	/records/1921987	Tehit Salmit	stick	tongkat	tiyen	tijen
962	/records/1922000	Tehit Salmit	three	tiga	tolik	tolik
963	/records/1921940	Tehit Salmit	father	bapak	tono	tono
964	/records/1921945	Tehit Salmit	leech	lintah	towan	towan
965	/records/1922050	Tehit Salmit	blow	tiup	verio	verio
966	/records/1922068	Tehit Salmit	kill	bunuh	wadi	wadi
967	/records/1922035	Tehit Salmit	small (dog)	kecil	wasedik	wasedik
968	/records/1922026	Tehit Salmit	many	banyak	worok	worok
969	/records/1922007	Tehit Salmit	ten	sepuluh	yahar	jahar
970	/records/1922124	Tehit Sawiat	tongue	lidah	adel	adel
971	/records/1922228	Tehit Sawiat	count	hitung	aher	aher
972	/records/1922157	Tehit Sawiat	night	malam	amuk	amuk
973	/records/1922229	Tehit Sawiat	cry	menangis	ao	ao
974	/records/1922115	Tehit Sawiat	heart	jantung	aso	aso
975	/records/1922201	Tehit Sawiat	hot (wind)	panas	autobat	autobat
976	/records/1922244	Tehit Sawiat	play	bermain	bait	bait
977	/records/1922261	Tehit Sawiat	wash (clothes)	mencuci	bashiar	baʃiar
978	/records/1922240	Tehit Sawiat	hit	pukul	bau	bau
979	/records/1922164	Tehit Sawiat	soil, earth	tanah	bet	bet
980	/records/1922150	Tehit Sawiat	garden	kebun	bileh	bileh
981	/records/1922151	Tehit Sawiat	house	rumah	bolo	bolo
982	/records/1922194	Tehit Sawiat	dirty (hands)	kotor	dahan	dahan
983	/records/1922227	Tehit Sawiat	cough	batuk	deiye	deije
984	/records/1922166	Tehit Sawiat	stick	tongkat	deyen	dejen
985	/records/1922248	Tehit Sawiat	seek	cari	dihara	dihara
986	/records/1922120	Tehit Sawiat	neck	leher	duor	duor
987	/records/1922168	Tehit Sawiat	thunder	guntur	erdi	erdi
988	/records/1922131	Tehit Sawiat	fish	ikan	eren	eren
989	/records/1922230	Tehit Sawiat	cut (grass)	membabat	evik	evik
990	/records/1922122	Tehit Sawiat	skin	kulit	falek	falek
991	/records/1922267	Tehit Sawiat	right side	kanan	fanatoin	fanatoin
992	/records/1922265	Tehit Sawiat	left side	kiri	fanawait	fanawait
993	/records/1922153	Tehit Sawiat	lightning	kilat	felek	felek
994	/records/1922259	Tehit Sawiat	vomit	muntah	fetiak	fetiak
995	/records/1922117	Tehit Sawiat	meat, flesh	daging	fokot	fokot
996	/records/1922212	Tehit Sawiat	sore (leg)	sakit	gaini	ɡaini
997	/records/1922232	Tehit Sawiat	dig	gali	gak	ɡak
998	/records/1922245	Tehit Sawiat	pull	menarik	gen	ɡen
999	/records/1922118	Tehit Sawiat	mouth	mulut	get	ɡet
1000	/records/1922106	Tehit Sawiat	body hair	bulu badan	gin	ɡin
1001	/records/1922249	Tehit Sawiat	scratch	garuk	git	ɡit
1002	/records/1922225	Tehit Sawiat	breathe	bernapas	haite	haite
1003	/records/1922250	Tehit Sawiat	shoot (pig)	memanah	hanah	hanah
1004	/records/1922143	Tehit Sawiat	worm	cacing (tanah)	hanait	hanait
1005	/records/1922179	Tehit Sawiat	four	empat	hat	hat
1006	/records/1922123	Tehit Sawiat	teeth	gigi	hek	hek
1007	/records/1922105	Tehit Sawiat	blood	darah	hen	hen
1008	/records/1922238	Tehit Sawiat	give	memberi	henak	henak
1009	/records/1922224	Tehit Sawiat	blow	tiup	heru'up	heru'up
1010	/records/1922222	Tehit Sawiat	ashamed	malu	hes	hes
1011	/records/1922128	Tehit Sawiat	dog	anjing	hoin	hoin
1012	/records/1922247	Tehit Sawiat	see	lihat	hot	hot
1013	/records/1922191	Tehit Sawiat	all	semua	kaduakat	kaduakat
1014	/records/1922255	Tehit Sawiat	spit	meludah	kadvi	kadvi
1015	/records/1922158	Tehit Sawiat	rain	hujan	kaiyin	kaijin
1016	/records/1922170	Tehit Sawiat	water	air	kala	kala
1017	/records/1922125	Tehit Sawiat	bird	burung	kalen	kalen
1018	/records/1922159	Tehit Sawiat	roof	atap	kate	kate
1019	/records/1922119	Tehit Sawiat	nail (finger)	kuku	kedi	kedi
1020	/records/1922161	Tehit Sawiat	sand	pasir	kinti	kinti
1021	/records/1922107	Tehit Sawiat	bone	tulang	kodois	kodois
1022	/records/1922215	Tehit Sawiat	that	itu	koit	koit
1023	/records/1922218	Tehit Sawiat	this	ini	koit	koit
1024	/records/1922171	Tehit Sawiat	wind	angin	kolmin	kolmin
1025	/records/1922104	Tehit Sawiat	abdomen	perut	komat	komat
1026	/records/1922193	Tehit Sawiat	cold (wind)	dingin	komin	komin
1027	/records/1922138	Tehit Sawiat	pig	babi	korik	korik
1028	/records/1922257	Tehit Sawiat	stand	berdiri	koro	koro
1029	/records/1922152	Tehit Sawiat	leaf	daun	las	las
1030	/records/1922252	Tehit Sawiat	sit	duduk	leili	leili
1031	/records/1922177	Tehit Sawiat	two	dua	lok	lok
1032	/records/1922258	Tehit Sawiat	suck	isap	lolok	lolok
1033	/records/1922140	Tehit Sawiat	snake	ular	luwa	luwa
1034	/records/1922198	Tehit Sawiat	full (bucket)	penuh	mahon	mahon
1035	/records/1922180	Tehit Sawiat	five	lima	mahot	mahot
1036	/records/1922149	Tehit Sawiat	fruit	buah	makan	makan
1037	/records/1922174	Tehit Sawiat	we (incl)	kita	mam	mam
1038	/records/1922183	Tehit Sawiat	eight	delapan	matadolik	matadolik
1039	/records/1922184	Tehit Sawiat	nine	sembilan	matanhat	matanhat
1040	/records/1922266	Tehit Sawiat	near	dekat	matarin	matarin
1041	/records/1922192	Tehit Sawiat	blunt (stick)	tumpul	matdait	matdait
1042	/records/1922199	Tehit Sawiat	good (person)	baik	mbot	ᵐbot
1043	/records/1922219	Tehit Sawiat	truly, well (to speak)	benar	mbot	ᵐbot
1044	/records/1922187	Tehit Sawiat	green	hijau	mbra	ᵐbra
1045	/records/1922206	Tehit Sawiat	not	tidak	medai	medai
1046	/records/1922211	Tehit Sawiat	smooth (stone)	licin	medelan	medelan
1047	/records/1922216	Tehit Sawiat	thick (stick)	tebal	megatak	meɡatak
1048	/records/1922207	Tehit Sawiat	old (house)	lama	mehamat	mehamat
1049	/records/1922188	Tehit Sawiat	red	merah	mehen	mehen
1050	/records/1922209	Tehit Sawiat	short (snake)	pendek	mekaitben	mekaitben
1051	/records/1922141	Tehit Sawiat	tail	ekor	mekales	mekales
1052	/records/1922128	Tehit Sawiat	dog	anjing	mekan	mekan
1053	/records/1922217	Tehit Sawiat	thin (stick)	tipis	melede	melede
1054	/records/1922190	Tehit Sawiat	white	putih	melek	melek
1055	/records/1922264	Tehit Sawiat	far	jauh	melis	melis
1056	/records/1922203	Tehit Sawiat	long (snake)	panjang	melis	melis
1057	/records/1922189	Tehit Sawiat	yellow	kuning	meri	meri
1058	/records/1922220	Tehit Sawiat	wet (sand)	basah	mesaret	mesaret
1059	/records/1922202	Tehit Sawiat	large (dog)	besar	mfele	mfele
1060	/records/1922147	Tehit Sawiat	egg	telur	mfokok	mfokok
1061	/records/1922205	Tehit Sawiat	new (house)	baru	mivi	mivi
1062	/records/1922154	Tehit Sawiat	moon	bulan	mok	mok
1063	/records/1922181	Tehit Sawiat	six	enam	mtamere	mtamere
1064	/records/1922210	Tehit Sawiat	small (dog)	kecil	muet	muet
1065	/records/1922134	Tehit Sawiat	male	laki-laki	nadala	nadala
1066	/records/1922130	Tehit Sawiat	female	perempuan	nadali	nadali
1067	/records/1922260	Tehit Sawiat	walk	berjalan	nain	nain
1068	/records/1922110	Tehit Sawiat	elbow	siku	naisha	naiʃa
1069	/records/1922221	Tehit Sawiat	afraid	takut	naiyak	naijak
1070	/records/1922234	Tehit Sawiat	drink	minum	nako	nako
1071	/records/1922175	Tehit Sawiat	they	mereka	nam	nam
1072	/records/1922253	Tehit Sawiat	sleep	tidur	nase	nase
1073	/records/1922263	Tehit Sawiat	who	siapa	nashiwoho	naʃiwoho
1074	/records/1922137	Tehit Sawiat	person	orang	natoin	natoin
1075	/records/1922236	Tehit Sawiat	fall	jatuh	ndi	ⁿdi
1076	/records/1922156	Tehit Sawiat	name	nama	nekeidi	nekeidi
1077	/records/1922262	Tehit Sawiat	what	apa	nemitmo	nemitmo
1078	/records/1922242	Tehit Sawiat	know	tahu	nok	nok
1079	/records/1922239	Tehit Sawiat	hear	dengar	noso	noso
1080	/records/1922182	Tehit Sawiat	seven	tujuh	ntalak	ntalak
1081	/records/1922213	Tehit Sawiat	straight (stick)	lurus	ntrot	ntrot
1082	/records/1922186	Tehit Sawiat	black	hitam	ogin	oɡin
1083	/records/1922231	Tehit Sawiat	die	mati	ogok	oɡok
1084	/records/1922144	Tehit Sawiat	banana	pisang	ogum	oɡum
1085	/records/1922135	Tehit Sawiat	mosquito	nyamuk	ohus	ohus
1086	/records/1922243	Tehit Sawiat	live	hidup	oron	oron
1087	/records/1922133	Tehit Sawiat	husband	suami	osimurian	osimurian
1088	/records/1922142	Tehit Sawiat	wife	isteri	osimurian	osimurian
1089	/records/1922254	Tehit Sawiat	speak	bicara	sadia	sadia
1090	/records/1922114	Tehit Sawiat	head	kepala	safakus	safakus
1091	/records/1922113	Tehit Sawiat	hair (head)	rambut	sagen	saɡen
1092	/records/1922148	Tehit Sawiat	fire	api	sala	sala
1093	/records/1922163	Tehit Sawiat	smoke	asap	salbi	salbi
1094	/records/1922233	Tehit Sawiat	dream	mimpi	samik	samik
1095	/records/1922132	Tehit Sawiat	fly	lalat	sebar	sebar
1096	/records/1922155	Tehit Sawiat	mountain	gunung	sefa	sefa
1097	/records/1922145	Tehit Sawiat	branch	cabang	segatan	seɡatan
1098	/records/1922256	Tehit Sawiat	stab	tikam	segau	seɡau
1099	/records/1922200	Tehit Sawiat	heavy (stone)	berat	seidik	seidik
1100	/records/1922195	Tehit Sawiat	dry (grass)	kering	seloh	seloh
1101	/records/1922241	Tehit Sawiat	hold	pegang	selonti	selonti
1102	/records/1922162	Tehit Sawiat	sea	laut	seramuk	seramuk
1103	/records/1922251	Tehit Sawiat	sing	menyanyi	serar	serar
1104	/records/1922223	Tehit Sawiat	bathe	mandi	serik	serik
1105	/records/1922139	Tehit Sawiat	rat	tikus	seris	seris
1106	/records/1922108	Tehit Sawiat	breast	susu	sho	ʃo
1107	/records/1922111	Tehit Sawiat	eye	mata	sifun	sifun
1108	/records/1922126	Tehit Sawiat	cassowary	kasuari	simut	simut
1109	/records/1922135	Tehit Sawiat	mosquito	nyamuk	sinas	sinas
1110	/records/1922160	Tehit Sawiat	salt	garam	sira	sira
1111	/records/1922167	Tehit Sawiat	sun	matahari	tali	tali
1112	/records/1922208	Tehit Sawiat	sharp (stick)	tajam	tasela	tasela
1113	/records/1922235	Tehit Sawiat	eat	makan	tat	tat
1114	/records/1922121	Tehit Sawiat	nose	hidung	tawadu	tawadu
1115	/records/1922127	Tehit Sawiat	child	anak	tefewet	tefewet
1116	/records/1922116	Tehit Sawiat	leg, foot	kaki	teit	teit
1117	/records/1922109	Tehit Sawiat	ear	telinga	teivit	teivit
1118	/records/1922136	Tehit Sawiat	mother	ibu	teme	teme
1119	/records/1922172	Tehit Sawiat	I	saya	tet	tet
1120	/records/1922112	Tehit Sawiat	finger	jari	tofo	tofo
1121	/records/1922178	Tehit Sawiat	three	tiga	tolik	tolik
1122	/records/1922129	Tehit Sawiat	father	bapak	tono	tono
1123	/records/1922165	Tehit Sawiat	stone	batu	udrin	udrin
1124	/records/1922176	Tehit Sawiat	one	satu	umeres	umeres
1125	/records/1922196	Tehit Sawiat	evil (person)	jahat	uyaka	ujaka
1126	/records/1922214	Tehit Sawiat	swollen (leg)	bengkak	wafak	wafak
1127	/records/1922173	Tehit Sawiat	he, she	dia	wo	wo
1128	/records/1922226	Tehit Sawiat	come	datang	wo'hok	wo'hok
1129	/records/1922169	Tehit Sawiat	tree	pohon, kayu	wokoit	wokoit
1130	/records/1922204	Tehit Sawiat	many	banyak	worok	worok
1131	/records/1922237	Tehit Sawiat	flow (river)	mengalir	wudolon	wudolon
1132	/records/1922185	Tehit Sawiat	ten	sepuluh	yahar	jahar
1133	/records/1922246	Tehit Sawiat	rub	menggosok	yan	jan
1134	/records/1922146	Tehit Sawiat	cloud	awan	yik	jik
1135	/records/1922197	Tehit Sawiat	few (stones)	sedikit	yuwalak	juwalak
1136	/records/1922927	Tehit Tehijit	die	mati	agak	aɡak
1137	/records/1922865	Tehit Tehijit	stone	batu	amak	amak
1138	/records/1922856	Tehit Tehijit	night	malam	amuk	amuk
1139	/records/1922817	Tehit Tehijit	heart	jantung	aso	aso
1140	/records/1922925	Tehit Tehijit	cry	menangis	awa	awa
1141	/records/1922850	Tehit Tehijit	garden	kebun	bilih	bilih
1142	/records/1922818	Tehit Tehijit	leg, foot	kaki	deit	deit
1143	/records/1922904	Tehit Tehijit	not	tidak	desere	desere
1144	/records/1922822	Tehit Tehijit	nose	hidung	du	du
1145	/records/1922926	Tehit Tehijit	cut (grass)	membabat	efik	efik
1146	/records/1922832	Tehit Tehijit	fish	ikan	eren	eren
1147	/records/1922823	Tehit Tehijit	skin	kulit	falat	falat
1148	/records/1922870	Tehit Tehijit	wind	angin	foron	foron
1149	/records/1922921	Tehit Tehijit	blow	tiup	furio	furio
1150	/records/1922952	Tehit Tehijit	spit	meludah	gavijei	ɡaviɟei
1151	/records/1922919	Tehit Tehijit	ashamed	malu	gele	ɡele
1152	/records/1922807	Tehit Tehijit	body hair	bulu badan	gen	ɡen
1153	/records/1922820	Tehit Tehijit	mouth	mulut	get	ɡet
1154	/records/1922946	Tehit Tehijit	scratch	garuk	gik	ɡik
1155	/records/1922821	Tehit Tehijit	neck	leher	goro	ɡoro
1156	/records/1922859	Tehit Tehijit	roof	atap	hadi	hadi
1157	/records/1922877	Tehit Tehijit	four	empat	hat	hat
1158	/records/1922824	Tehit Tehijit	teeth	gigi	hek	hek
1159	/records/1922806	Tehit Tehijit	blood	darah	hen	hen
1160	/records/1922844	Tehit Tehijit	worm	cacing (tanah)	henai	henai
1161	/records/1922945	Tehit Tehijit	seek	cari	hengi	heŋi
1162	/records/1922924	Tehit Tehijit	count	hitung	her	her
1163	/records/1922808	Tehit Tehijit	bone	tulang	honi	honi
1164	/records/1922889	Tehit Tehijit	all	semua	horo	horo
1165	/records/1922922	Tehit Tehijit	breathe	bernapas	huliap	huliap
1166	/records/1922894	Tehit Tehijit	evil (person)	jahat	huyaka	hujaka
1167	/records/1922846	Tehit Tehijit	cloud	awan	ik	ik
1168	/records/1922938	Tehit Tehijit	kill	bunuh	kalen	kalen
1169	/records/1922810	Tehit Tehijit	ear	telinga	kedebit	kedebit
1170	/records/1922836	Tehit Tehijit	mosquito	nyamuk	keforin	keforin
1171	/records/1922861	Tehit Tehijit	sand	pasir	keinji	keiⁿdʒi
1172	/records/1922826	Tehit Tehijit	bird	burung	kelen	kelen
1173	/records/1922841	Tehit Tehijit	snake	ular	kelik	kelik
1174	/records/1922825	Tehit Tehijit	tongue	lidah	kemal	kemal
1175	/records/1922895	Tehit Tehijit	few (stones)	sedikit	kiamerei	kiamerei
1176	/records/1922942	Tehit Tehijit	pull	menarik	koin	koin
1177	/records/1922891	Tehit Tehijit	cold (wind)	dingin	komin	komin
1178	/records/1922839	Tehit Tehijit	pig	babi	korik	korik
1179	/records/1922875	Tehit Tehijit	two	dua	lak	lak
1180	/records/1922949	Tehit Tehijit	sit	duduk	leli	leli
1181	/records/1922905	Tehit Tehijit	old (house)	lama	madrar	madrar
1182	/records/1922878	Tehit Tehijit	five	lima	mahot	mahot
1183	/records/1922903	Tehit Tehijit	new (house)	baru	maivi	maivi
1184	/records/1922849	Tehit Tehijit	fruit	buah	makan	makan
1185	/records/1922912	Tehit Tehijit	swollen (leg)	bengkak	makfok	makfok
1186	/records/1922882	Tehit Tehijit	nine	sembilan	manda'hat	maⁿda'hat
1187	/records/1922881	Tehit Tehijit	eight	delapan	manjolik	maⁿdʒolik
1188	/records/1922933	Tehit Tehijit	flow (river)	mengalir	masoro	masoro
1189	/records/1922880	Tehit Tehijit	seven	tujuh	matanali	matanali
1190	/records/1922963	Tehit Tehijit	near	dekat	matarin	matarin
1191	/records/1922936	Tehit Tehijit	hit	pukul	mba	ᵐba
1192	/records/1922941	Tehit Tehijit	play	bermain	mbait	ᵐbait
1193	/records/1922885	Tehit Tehijit	green	hijau	mbera	ᵐbera
1194	/records/1922864	Tehit Tehijit	soil, earth	tanah	mbet	ᵐbet
1195	/records/1922863	Tehit Tehijit	smoke	asap	mbi	ᵐbi
1196	/records/1922860	Tehit Tehijit	salt	garam	mblen	ᵐblen
1197	/records/1922833	Tehit Tehijit	fly	lalat	mblit	ᵐblit
1198	/records/1922851	Tehit Tehijit	house	rumah	mbol	ᵐbol
1199	/records/1922911	Tehit Tehijit	straight (stick)	lurus	mdrot	mdrot
1200	/records/1922829	Tehit Tehijit	dog	anjing	megan	meɡan
1201	/records/1922886	Tehit Tehijit	red	merah	mehen	mehen
1202	/records/1922915	Tehit Tehijit	truly, well (to speak)	benar	mehinyo	mehiɲo
1203	/records/1922842	Tehit Tehijit	tail	ekor	mekain	mekain
1204	/records/1922913	Tehit Tehijit	thick (stick)	tebal	mekondo	mekoⁿdo
1205	/records/1922852	Tehit Tehijit	leaf	daun	melas	melas
1206	/records/1922888	Tehit Tehijit	white	putih	meleh	meleh
1207	/records/1922914	Tehit Tehijit	thin (stick)	tipis	meleingi	meleiŋi
1208	/records/1922898	Tehit Tehijit	hot (wind)	panas	melin	melin
1209	/records/1922900	Tehit Tehijit	long (snake)	panjang	melis	melis
1210	/records/1922874	Tehit Tehijit	one	satu	meres	meres
1211	/records/1922887	Tehit Tehijit	yellow	kuning	meri	meri
1212	/records/1922834	Tehit Tehijit	husband	suami	mesemah	mesemah
1213	/records/1922843	Tehit Tehijit	wife	isteri	mesemah	mesemah
1214	/records/1922847	Tehit Tehijit	egg	telur	mesen	mesen
1215	/records/1922959	Tehit Tehijit	what	apa	metma	metma
1216	/records/1922899	Tehit Tehijit	large (dog)	besar	mfle	mfle
1217	/records/1922917	Tehit Tehijit	wide (path)	lebar	mfle	mfle
1218	/records/1922896	Tehit Tehijit	full (bucket)	penuh	mhon	mhon
1219	/records/1922884	Tehit Tehijit	black	hitam	mogin	moɡin
1220	/records/1922940	Tehit Tehijit	live	hidup	moron	moron
1221	/records/1922893	Tehit Tehijit	dry (grass)	kering	mselo	mselo
1222	/records/1922909	Tehit Tehijit	smooth (stone)	licin	msiuk	msiuk
1223	/records/1922879	Tehit Tehijit	six	enam	mtamere	mtamere
1224	/records/1922897	Tehit Tehijit	heavy (stone)	berat	mujan	muɟan
1225	/records/1922961	Tehit Tehijit	far	jauh	mulis	mulis
1226	/records/1922907	Tehit Tehijit	short (snake)	pendek	mutumah	mutumah
1227	/records/1922930	Tehit Tehijit	drink	minum	na'o	na'o
1228	/records/1922838	Tehit Tehijit	person	orang	nadakoin	nadakoin
1229	/records/1922923	Tehit Tehijit	come	datang	naga	naɡa
1230	/records/1922813	Tehit Tehijit	finger	jari	nah kelili	nah kelili
1231	/records/1922957	Tehit Tehijit	walk	berjalan	nain	nain
1232	/records/1922811	Tehit Tehijit	elbow	siku	naishum	naiʃum
1233	/records/1922855	Tehit Tehijit	name	nama	nakendi	nakeⁿdi
1234	/records/1922815	Tehit Tehijit	hand	tangan	nam	nam
1235	/records/1922835	Tehit Tehijit	male	laki-laki	nandelah	naⁿdelah
1236	/records/1922831	Tehit Tehijit	female	perempuan	nangi	naŋi
1237	/records/1922950	Tehit Tehijit	sleep	tidur	nase	nase
1238	/records/1922931	Tehit Tehijit	eat	makan	nat	nat
1239	/records/1922892	Tehit Tehijit	dirty (hands)	kotor	ndahan	ⁿdahan
1240	/records/1922890	Tehit Tehijit	blunt (stick)	tumpul	ndambin	ⁿdaᵐbin
1241	/records/1922906	Tehit Tehijit	sharp (stick)	tajam	ndaslah	ⁿdaslah
1242	/records/1922932	Tehit Tehijit	fall	jatuh	ndi	ⁿdi
1243	/records/1922873	Tehit Tehijit	they	mereka	nen	nen
1244	/records/1922954	Tehit Tehijit	stand	berdiri	ngoro	ŋoro
1245	/records/1922935	Tehit Tehijit	hear	dengar	noso	noso
1246	/records/1922939	Tehit Tehijit	know	tahu	not	not
1247	/records/1922845	Tehit Tehijit	banana	pisang	ogung	oɡuŋ
1248	/records/1922901	Tehit Tehijit	many	banyak	oro	oro
1249	/records/1922902	Tehit Tehijit	narrow (path)	sempit	rodot	rodot
1250	/records/1922816	Tehit Tehijit	head	kepala	sa	sa
1251	/records/1922814	Tehit Tehijit	hair (head)	rambut	sagen	saɡen
1252	/records/1922848	Tehit Tehijit	fire	api	salam	salam
1253	/records/1922951	Tehit Tehijit	speak	bicara	sanggir	saᵑɡir
1254	/records/1922953	Tehit Tehijit	stab	tikam	segah	seɡah
1255	/records/1922869	Tehit Tehijit	water	air	sei	sei
1256	/records/1922862	Tehit Tehijit	sea	laut	seiwan	seiwan
1257	/records/1922853	Tehit Tehijit	moon	bulan	senau	senau
1258	/records/1922920	Tehit Tehijit	bathe	mandi	sere	sere
1259	/records/1922916	Tehit Tehijit	wet (sand)	basah	seret	seret
1260	/records/1922840	Tehit Tehijit	rat	tikus	seris	seris
1261	/records/1922929	Tehit Tehijit	dream	mimpi	serot	serot
1262	/records/1922812	Tehit Tehijit	eye	mata	sevun	sevun
1263	/records/1922934	Tehit Tehijit	give	memberi	shian	ʃian
1264	/records/1922960	Tehit Tehijit	who	siapa	shioma	ʃioma
1265	/records/1922809	Tehit Tehijit	breast	susu	sho	ʃo
1266	/records/1922937	Tehit Tehijit	hold	pegang	sho	ʃo
1267	/records/1922827	Tehit Tehijit	cassowary	kasuari	simat	simat
1268	/records/1922947	Tehit Tehijit	shoot (pig)	memanah	sinan	sinan
1269	/records/1922944	Tehit Tehijit	see	lihat	snot	snot
1270	/records/1922955	Tehit Tehijit	suck	isap	so'on	so'on
1271	/records/1922854	Tehit Tehijit	mountain	gunung	sofa	sofa
1272	/records/1922867	Tehit Tehijit	sun	matahari	tali	tali
1273	/records/1922910	Tehit Tehijit	sore (leg)	sakit	tekanyi	tekaɲi
1274	/records/1922837	Tehit Tehijit	mother	ibu	teme	teme
1275	/records/1922964	Tehit Tehijit	right side	kanan	tenahte'hun	tenahte'hun
1276	/records/1922962	Tehit Tehijit	left side	kiri	tenahweit	tenahʷeit
1277	/records/1922871	Tehit Tehijit	I	saya	tet	tet
1278	/records/1922866	Tehit Tehijit	stick	tongkat	tiwen	tiwen
1279	/records/1922858	Tehit Tehijit	rain	hujan	tohoin	tohoin
1280	/records/1922876	Tehit Tehijit	three	tiga	tolik	tolik
1281	/records/1922805	Tehit Tehijit	abdomen	perut	tomat	tomat
1282	/records/1922830	Tehit Tehijit	father	bapak	tono	tono
1283	/records/1922928	Tehit Tehijit	dig	gali	u'hak	u'hak
1284	/records/1922819	Tehit Tehijit	meat, flesh	daging	uwan	uwan
1285	/records/1922943	Tehit Tehijit	rub	menggosok	uwan	uwan
1286	/records/1922958	Tehit Tehijit	wash (clothes)	mencuci	uwari	uwari
1287	/records/1922908	Tehit Tehijit	small (dog)	kecil	uwet	uwet
1288	/records/1922857	Tehit Tehijit	path	jalan	ven	ven
1289	/records/1922956	Tehit Tehijit	vomit	muntah	vijek	viɟek
1290	/records/1922918	Tehit Tehijit	afraid	takut	waliet	waliet
1291	/records/1922828	Tehit Tehijit	child	anak	weit	weit
1292	/records/1922872	Tehit Tehijit	he, she	dia	wo	wo
1293	/records/1922868	Tehit Tehijit	tree	pohon, kayu	wohoik	wohoik
1294	/records/1922948	Tehit Tehijit	sing	menyanyi	wolonih	wolonih
1295	/records/1922883	Tehit Tehijit	ten	sepuluh	yahar	jahar
1296	/records/1922992	Abun Ji	father	bapak	ai	ai
1297	/records/1923155	Abun Ji	near	dekat	alu	alu
1298	/records/1923143	Abun Ji	throw (stone)	melempar	am	am
1299	/records/1922981	Abun Ji	mouth	mulut	asyo	asjo
1300	/records/1923055	Abun Ji	four	empat	at	at
1301	/records/1923001	Abun Ji	mother	ibu	aut	aut
1302	/records/1923141	Abun Ji	stink	berbau	basinim	basinim
1303	/records/1923125	Abun Ji	live	hidup	bau	bau
1304	/records/1923017	Abun Ji	garden	kebun	be	be
1305	/records/1923082	Abun Ji	new (house)	baru	be	be
1306	/records/1922998	Abun Ji	louse	kutu	bedim	bedim
1307	/records/1923038	Abun Ji	star	bintang	bi	bi
1308	/records/1922996	Abun Ji	husband	suami	bije	biɟe
1309	/records/1923013	Abun Ji	egg	telur	bim	bim
1310	/records/1923007	Abun Ji	wife	isteri	bingon	biŋon
1311	/records/1923080	Abun Ji	long (snake)	panjang	bol	bol
1312	/records/1923036	Abun Ji	smoke	asap	botbuk	botbuk
1313	/records/1923016	Abun Ji	fruit	buah	bu	bu
1314	/records/1923024	Abun Ji	mountain	gunung	buk	buk
1315	/records/1923037	Abun Ji	soil, earth	tanah	bul	bul
1316	/records/1923014	Abun Ji	fire	api	but	but
1317	/records/1923075	Abun Ji	full (bucket)	penuh	bwot	bʷot
1318	/records/1923079	Abun Ji	large (dog)	besar	ce	ce
1319	/records/1923083	Abun Ji	not	tidak	ci	ci
1320	/records/1923117	Abun Ji	flow (river)	mengalir	culu	culu
1321	/records/1922966	Abun Ji	back	punggung	degulit	deɡulit
1322	/records/1923077	Abun Ji	heavy (stone)	berat	di	di
1323	/records/1923052	Abun Ji	one	satu	dik	dik
1324	/records/1922969	Abun Ji	bone	tulang	dini	dini
1325	/records/1923015	Abun Ji	fog	kabit	duk	duk
1326	/records/1923039	Abun Ji	stone	batu	duk	duk
1327	/records/1923071	Abun Ji	dirty (hands)	kotor	dum	dum
1328	/records/1923042	Abun Ji	thorn	duri	dyak	djak
1329	/records/1923030	Abun Ji	rope	tali	dyam	djam
1330	/records/1923064	Abun Ji	red	merah	el	el
1331	/records/1923112	Abun Ji	dig	gali	elom	elom
1332	/records/1923023	Abun Ji	moon	bulan	ena	ena
